MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
"Adversaries may need to first employ other behaviors, such as [File and Directory Permissions Modification] or [System Shutdown/Reboot], in order to unlock and/or gain access to manipulate these files.",IMPACT,,,
"To maximize impact on the target organization, malware designed for encrypting data may have worm-like features to propagate across a network by leveraging other attack techniques like [Valid Accounts], [OS Credential Dumping], and [SMB/Windows Admin Shares].",IMPACT,,,
"In cloud environments, storage objects within compromised accounts may also be encrypted.",IMPACT,,,
"Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide activity, thus threatening the integrity of the data.",IMPACT,,,
"By manipulating data, adversaries may attempt to affect a business process, organizational understanding, or decision making.",IMPACT,,,
The type of modification and the impact it will have depends on the target application and process as well as the goals and objectives of the adversary.,IMPACT,,,
"For complex systems, an adversary would likely need special expertise and possibly access to specialized software related to the system that would typically be gained through a prolonged information gathering campaign in order to have the desired impact.",IMPACT,,,
"Adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an end user, thus threatening the integrity of the data.",IMPACT,,,
"By manipulating runtime data, adversaries may attempt to affect a business process, organizational understanding, and decision making.",IMPACT,,,
Adversaries may also conduct [Change Default File Association] and [Masquerading] to cause a similar effect.,IMPACT,,,
"By manipulating stored data, adversaries may attempt to affect a business process, organizational understanding, and decision making.",IMPACT,,,
"Stored data could include a variety of file formats, such as Office files, databases, stored emails, and custom file formats.",IMPACT,,,
The type of modification and the impact it will have depends on the type of data as well as the goals and objectives of the adversary.,IMPACT,,,
"Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data.",IMPACT,,,
"By manipulating transmitted data, adversaries may attempt to affect a business process, organizational understanding, and decision making.",IMPACT,,,
Manipulation may be possible over a network connection or between system processes where there is an opportunity deploy a tool that will intercept and change information.,IMPACT,,,
The type of modification and the impact it will have depends on the target transmission mechanism as well as the goals and objectives of the adversary.,IMPACT,,,
Adversaries may obfuscate command and control traffic to make it more difficult to detect.,COMMAND_AND_CONTROL,,,
Command and control (C2) communications are hidden (but not necessarily encrypted) in an attempt to make the content more difficult to discover or decipher and to make the communication less conspicuous and hide commands from being seen.,COMMAND_AND_CONTROL,,,
"This encompasses many methods, such as adding junk data to protocol traffic, using steganography, or impersonating legitimate protocols.",COMMAND_AND_CONTROL,,,
Adversaries may add junk data to protocols used for command and control to make detection more difficult.,COMMAND_AND_CONTROL,,,
"By adding random or meaningless data to the protocols used for command and control, adversaries can prevent trivial methods for decoding, deciphering, or otherwise analyzing the traffic.",COMMAND_AND_CONTROL,,,
Examples may include appending/prepending data with junk characters or writing junk characters between significant characters.,COMMAND_AND_CONTROL,,,
"By impersonating legitimate protocols or web services, adversaries can make their command and control traffic blend in with legitimate network traffic.",COMMAND_AND_CONTROL,,,
Adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult.,COMMAND_AND_CONTROL,,,
Steganographic techniques can be used to hide data in digital messages that are transferred between systems.,COMMAND_AND_CONTROL,,,
This hidden information can be used for command and control of compromised systems.,COMMAND_AND_CONTROL,,,
"In some cases, the passing of files embedded using steganography, such as image or document files, can be used for command and control.",COMMAND_AND_CONTROL,,,
Adversaries may stage collected data in a central location or directory prior to Exfiltration.,COLLECTION,,,
Data may be kept in separate files or combined into one file through techniques such as [Archive Collected Data].,COLLECTION,,,
"Interactive command shells may be used, and common functionality within [cmd] and bash may be used to copy data into a staging location.",COLLECTION,,,
"In cloud environments, adversaries may stage data within a particular instance or virtual machine before exfiltration.",COLLECTION,,,
An adversary may [Create Cloud Instance] and stage data in that instance.,COLLECTION,,,
Adversaries may choose to stage data from a victim network in a centralized location prior to Exfiltration to minimize the number of connections made to their C2 server and better evade detection.,COLLECTION,,,
Adversaries may stage collected data in a central location or directory on the local system prior to Exfiltration.,COLLECTION,,,
"Adversaries may also stage collected data in various available formats/locations of a system, including local storage databases/repositories or the Windows Registry.",COLLECTION,,,
Adversaries may stage data collected from multiple systems in a central location or directory on one system prior to Exfiltration.,COLLECTION,,,
"By staging data on one system prior to Exfiltration, adversaries can minimize the number of connections made to their C2 server and better evade detection.",COLLECTION,,,
This approach may be used to avoid triggering network data transfer threshold alerts.,EXFILTRATION,,,
"Many cloud service providers offer solutions for online data storage such as Amazon S3, Azure Storage, and Google Cloud Storage.",COLLECTION,,,
These solutions differ from other storage solutions (such as SQL or Elasticsearch) in that there is no overarching application.,COLLECTION,,,
Data from these solutions can be retrieved directly using the cloud provider's APIs.,COLLECTION,,,
Solution providers typically offer security guides to help end users configure systems.,COLLECTION,,,
Misconfiguration by end users is a common problem.,COLLECTION,,,
"There have been numerous incidents where cloud storage has been improperly secured (typically by unintentionally allowing public access by unauthenticated users or overly-broad access by all users), allowing open access to credit cards, personally identifiable information, medical records, and other sensitive information.",COLLECTION,,,
"Adversaries may also obtain leaked credentials in source repositories, logs, or other means as a way to gain access to cloud storage objects that have access permission controls.",COLLECTION,,,
"Configuration repositories are used by management systems in order to configure, manage, and control data on remote systems.",COLLECTION,,,
